Record_ID,Tenure,Late_Payments,Revenue
R007604,54,0,11966.98
R007605,46,1,893.42
R007606,4,1,7252.83
R007607,16,0,9722.41
R007608,41,1,2517.07
R007609,29,1,384.74
R007610,21,3,9648.48
R007611,49,0,6082.25
R007612,60,1,1448.19
R007613,30,1,8774.23
R007614,59,0,14501.74
R007615,27,3,1680.61
R007616,46,0,528.84
R007617,58,0,14476.32
R007618,8,1,7743.56
R007619,41,0,7682.85
R007620,11,0,12753.97
R007621,48,1,8516.12
R007622,15,0,2755.2
R007623,31,5,881.75
R007624,16,3,9690.16
R007625,50,1,13296.54
R007626,11,6,9376.32
R007627,28,2,8217.46
R007628,47,3,2406.22
R007629,14,3,14365.36
R007630,40,0,10600.16
R007631,55,0,12447.06
R007632,10,1,14608.76
R007633,55,0,10237.34
R007634,19,1,1223.6
R007635,42,1,4374.23
R007636,34,0,223.98
R007637,53,1,9213.68
R007638,5,0,7818.77
R007639,7,1,13001.12
R007640,22,3,4437.36
R007641,25,0,12625.46
R007642,33,2,6317.36
R007643,34,2,2396.39
R007644,26,0,2410.69
R007645,31,4,2459.93
R007646,12,0,2240.44
R007647,44,0,9711.6
R007648,37,1,10151.27
R007649,10,1,13048.95
R007650,7,0,4042.63
R007651,1,0,12691.43
R007652,59,2,14685.44
R007653,46,0,5158.24
R007654,11,0,3666.22
R007655,20,1,12910.03
R007656,34,1,9041.99
R007657,51,1,4695.0
R007658,59,0,12160.7
R007659,54,0,1311.9
R007660,52,2,3147.33
R007661,9,0,4583.43
R007662,31,0,7815.92
R007663,41,1,12417.91
R007664,1,0,7764.52
R007665,45,1,11007.13
R007666,15,0,5103.61
R007667,49,0,9390.51
R007668,32,1,1807.5
R007669,59,2,378.16
R007670,2,4,8062.73
R007671,36,5,10865.95
R007672,51,1,11121.03
R007673,19,0,1306.51
R007674,21,1,11362.68
R007675,40,0,7465.76
R007676,45,0,11390.2
R007677,41,0,3466.97
R007678,44,1,12664.45
R007679,6,1,3633.8
R007680,13,3,14231.92
R007681,58,0,860.13
R007682,15,0,9187.38
R007683,13,1,6394.37
R007684,33,6,2322.75
R007685,9,1,3710.2
R007686,7,0,13161.08
R007687,39,3,7431.71
R007688,2,2,2904.09
R007689,8,3,4409.54
R007690,14,2,10006.53
R007691,34,2,9021.27
R007692,1,0,11221.26
R007693,60,0,12889.97
R007694,8,4,11597.61
R007695,43,0,14778.83
R007696,7,6,4316.7
R007697,56,3,11757.57
R007698,38,0,14377.6
R007699,52,0,10038.65
R007700,21,5,11421.42
R007701,8,5,4932.4
R007702,16,1,3370.77
R007703,38,7,7915.75
R007704,10,5,7109.64
R007705,12,6,13321.06
R007706,1,5,6739.37
R007707,41,0,10681.08
R007708,34,7,12976.47
R007709,57,3,6856.07
R007710,59,0,8444.06
R007711,11,6,2590.18
R007712,46,2,5126.03
R007713,16,3,317.24
R007714,20,4,6110.56
R007715,21,0,10963.65
R007716,60,2,12610.46
R007717,8,0,8166.99
R007718,60,2,7351.13
R007719,48,1,3136.6
R007720,37,0,5840.93
R007721,50,0,3772.49
R007722,25,1,9545.71
R007723,39,0,14206.05
R007724,45,2,12443.46
R007725,14,4,9992.78
R007726,11,0,11589.43
R007727,24,3,13083.23
R007728,58,0,14117.79
R007729,26,1,7805.21
R007730,4,3,539.49
R007731,58,6,4445.45
R007732,17,0,12212.34
R007733,2,2,13070.07
R007734,51,0,10201.25
R007735,55,6,3943.65
R007736,32,2,12020.49
R007737,42,2,3873.28
R007738,27,0,8331.28
R007739,25,6,7753.9
R007740,41,2,6743.63
R007741,39,2,3511.37
R007742,24,5,3968.33
R007743,20,0,6142.53
R007744,19,2,8099.58
R007745,39,3,8335.19
R007746,8,1,7364.63
R007747,13,0,7292.44
R007748,51,3,4131.1
R007749,11,0,2364.12
R007750,9,2,6343.08
R007751,42,3,10202.8
R007752,26,2,6879.74
R007753,17,0,13604.65
R007754,50,1,9710.43
R007755,6,1,13465.64
R007756,48,0,7636.28
R007757,37,0,2944.04
R007758,50,5,10097.34
R007759,9,3,10748.93
R007760,26,2,6550.08
R007761,53,0,3104.16
R007762,45,0,14364.03
R007763,38,6,3331.89
R007764,58,0,526.13
R007765,14,3,14682.95
R007766,8,0,14074.49
R007767,23,0,1935.21
R007768,42,3,8386.57
R007769,10,0,1913.66
R007770,50,5,5165.51
R007771,27,3,8317.14
R007772,52,0,6294.46
R007773,27,0,10846.51
R007774,29,0,1437.51
R007775,49,4,5356.2
R007776,59,1,13705.39
R007777,52,1,8175.65
R007778,3,2,10669.86
R007779,51,0,7900.34
R007780,40,4,7425.8
R007781,53,0,1010.84
R007782,14,0,3526.21
R007783,16,4,13848.85
R007784,53,5,9487.78
R007785,13,1,11804.75
R007786,7,3,11517.13
R007787,58,6,11800.81
R007788,29,1,9339.37
R007789,14,2,10921.71
R007790,16,0,8755.84
R007791,53,4,12148.29
R007792,25,0,6854.73
R007793,41,0,9114.57
R007794,46,1,1715.65
R007795,44,0,13047.08
R007796,14,1,3597.25
R007797,37,2,14388.79
R007798,22,5,14951.17
R007799,59,0,11432.54
R007800,49,3,1510.99
R007801,52,7,12641.66
R007802,53,0,5106.58
R007803,19,3,3673.75
R007804,57,6,7872.36
R007805,35,1,12427.45
R007806,37,0,1309.66
R007807,1,0,7802.76
R007808,17,3,176.91
R007809,44,0,11226.93
R007810,11,0,12497.93
R007811,22,1,3886.23
R007812,3,2,1160.2
R007813,48,3,10009.51
R007814,57,0,10065.07
R007815,18,7,5026.3
R007816,26,0,13651.58
R007817,10,2,6379.09
R007818,34,0,149.53
R007819,36,0,10743.86
R007820,50,0,4749.79
R007821,16,1,14579.11
R007822,20,4,4852.66
R007823,11,3,12237.74
R007824,55,0,8603.93
R007825,25,0,508.82
R007826,16,0,11788.05
R007827,37,0,11026.42
R007828,26,1,3670.12
R007829,48,0,2880.3
R007830,42,3,1142.05
R007831,43,2,8984.4
R007832,31,2,13118.94
R007833,35,2,8154.25
R007834,46,0,14602.25
R007835,4,0,12895.17
R007836,5,0,10112.78
R007837,41,4,12271.46
R007838,12,0,1281.02
R007839,3,1,11608.32
R007840,38,2,4030.24
R007841,37,1,10697.43
R007842,43,0,4826.58
R007843,12,0,9687.85
R007844,13,0,2120.83
R007845,59,2,1367.85
R007846,16,3,12723.55
R007847,21,1,4689.69
R007848,45,1,9592.08
R007849,43,4,3384.54
R007850,7,2,10266.97
R007851,60,8,13607.68
R007852,31,0,13229.91
R007853,26,0,5600.2
R007854,44,2,6003.05
R007855,57,2,3755.55
R007856,16,0,8894.08
R007857,48,1,4298.26
R007858,28,0,1231.78
R007859,45,6,941.15
R007860,25,1,3429.72
R007861,37,3,10391.16
R007862,8,3,12305.11
R007863,3,4,14896.67
R007864,11,2,1303.35
R007865,45,0,3513.29
R007866,24,0,6492.32
R007867,19,4,8946.9
R007868,51,0,6751.4
R007869,47,1,1516.52
R007870,57,0,6616.34
R007871,26,0,10836.52
R007872,58,1,11021.6
R007873,50,3,11451.52
R007874,50,4,2638.03
R007875,33,2,1485.42
R007876,40,0,5580.76
R007877,23,0,5159.16
R007878,59,0,9757.06
R007879,8,3,14612.43
R007880,28,0,2105.86
R007881,14,0,14581.92
R007882,49,3,14076.19
R007883,8,3,432.26
R007884,2,2,5392.72
R007885,9,3,8187.76
R007886,19,4,3305.68
R007887,36,0,4481.46
R007888,45,6,12844.82
R007889,36,4,7682.14
R007890,58,0,10739.0
R007891,52,4,218.4
R007892,17,0,5934.57
R007893,29,1,13383.39
R007894,57,0,10012.1
R007895,31,1,6824.52
R007896,54,2,9075.86
R007897,21,1,7381.97
R007898,19,2,3708.73
R007899,40,7,14051.47
R007900,10,0,6132.86
R007901,44,2,6813.04
R007902,16,3,8324.74
R007903,54,2,7823.45
R007904,13,0,2501.08
R007905,12,0,1726.21
R007906,2,1,11074.5
R007907,42,1,10788.24
R007908,55,0,8569.22
R007909,34,0,13385.29
R007910,35,5,5974.14
R007911,27,2,13814.11
R007912,34,0,7506.5
R007913,8,0,9362.61
R007914,17,2,10313.29
R007915,1,0,3324.04
R007916,23,8,6454.84
R007917,19,1,14707.79
R007918,43,3,8493.86
R007919,35,0,14620.68
R007920,56,1,4333.78
R007921,15,1,8104.62
R007922,59,3,14788.79
R007923,57,0,11227.19
R007924,24,2,6524.03
R007925,25,0,4894.39
R007926,24,2,13643.68
R007927,6,1,1365.27
R007928,37,1,11808.25
R007929,24,0,780.72
R007930,23,5,2251.47
R007931,3,0,8938.92
R007932,25,2,8374.33
R007933,3,0,7262.94
R007934,17,1,4895.93
R007935,23,0,3245.67
R007936,28,0,6279.6
R007937,43,0,10985.72
R007938,59,0,12754.16
R007939,23,0,3953.86
R007940,38,0,3392.85
R007941,8,0,11931.09
R007942,16,2,4591.41
R007943,33,1,10424.01
R007944,53,4,625.17
R007945,42,4,14093.36
R007946,36,0,8470.61
R007947,44,0,6921.09
R007948,57,0,5644.48
R007949,49,5,13479.8
R007950,54,1,4404.0
R007951,7,1,9716.93
R007952,12,0,7363.43
R007953,23,1,11487.7
R007954,58,1,12334.95
R007955,34,0,11680.86
R007956,24,3,10311.17
R007957,38,0,643.18
R007958,40,2,6947.29
R007959,58,2,451.53
R007960,4,1,10765.85
R007961,47,0,6830.71
R007962,41,4,3538.23
R007963,50,0,8003.42
R007964,34,2,11456.91
R007965,40,1,6186.67
R007966,57,0,3613.61
R007967,54,1,13214.46
R007968,40,3,12141.68
R007969,42,1,14211.7
R007970,47,1,14433.21
R007971,3,0,11358.92
R007972,13,3,5231.96
R007973,2,6,11080.22
R007974,54,1,13125.66
R007975,30,4,5953.23
R007976,55,3,10515.35
R007977,39,0,14530.49
R007978,48,1,9473.9
R007979,26,1,7818.99
R007980,10,0,2733.61
R007981,56,0,5977.79
R007982,34,0,4732.11
R007983,7,1,1984.55
R007984,2,0,14866.92
R007985,60,1,8993.16
R007986,36,0,7766.47
R007987,40,0,8517.33
R007988,11,2,7163.84
R007989,34,1,2596.2
R007990,23,5,9042.98
R007991,31,0,7853.3
R007992,18,0,11362.39
R007993,27,1,1599.74
R007994,60,0,8458.95
R007995,33,1,1283.08
R007996,43,2,14674.0
R007997,40,0,13023.22
R007998,50,1,9039.66
R007999,15,2,11481.19
R008000,48,1,14780.17
R008001,3,5,9930.35
R008002,36,5,13122.64
R008003,14,2,5662.21
R008004,34,4,2368.41
R008005,53,2,7014.41
R008006,27,2,8254.14
R008007,55,2,7464.32
R008008,16,0,2754.71
R008009,41,0,13259.88
R008010,60,0,5556.93
R008011,33,7,7733.84
R008012,32,2,7692.18
R008013,25,0,814.93
R008014,46,6,1999.01
R008015,12,2,4736.49
R008016,14,1,11091.29
R008017,3,4,10774.56
R008018,19,3,11415.5
R008019,1,2,14150.36
R008020,55,0,4990.19
R008021,5,0,9903.55
R008022,11,1,850.93
R008023,13,1,7114.01
R008024,39,5,13117.69
R008025,56,5,10959.78
R008026,24,0,7617.13
R008027,34,5,462.19
R008028,34,2,7622.13
R008029,49,5,10427.04
R008030,6,0,1245.22
R008031,29,5,6807.32
R008032,30,1,7335.49
R008033,9,2,7471.71
R008034,35,1,1234.04
R008035,17,4,9775.93
R008036,53,0,10799.15
R008037,51,0,5276.58
R008038,32,1,11702.57
R008039,23,6,1363.87
R008040,40,1,4370.27
R008041,56,0,10545.33
R008042,32,5,722.83
R008043,35,0,1386.94
R008044,7,3,5049.76
R008045,30,2,7891.96
R008046,43,5,10037.71
R008047,24,1,1723.87
R008048,21,5,753.57
R008049,3,1,10936.98
R008050,42,0,519.08
R008051,42,1,8341.36
R008052,46,1,8684.46
R008053,18,0,11447.33
R008054,48,1,4234.31
R008055,37,1,6135.53
R008056,37,0,14733.29
R008057,27,0,4408.21
R008058,3,2,9114.46
R008059,28,1,11414.36
R008060,25,0,11650.14
R008061,51,0,13819.98
R008062,43,2,6047.4
R008063,32,0,7800.97
R008064,48,1,6609.78
R008065,17,0,8050.87
R008066,1,1,9343.99
R008067,57,0,11815.62
R008068,16,0,14508.9
R008069,32,0,13178.73
R008070,18,2,4642.13
R008071,48,6,10147.21
R008072,9,0,2502.81
R008073,44,0,11222.13
R008074,35,0,10700.46
R008075,38,0,10111.86
R008076,3,0,10867.42
R008077,38,1,5249.87
R008078,47,0,5296.6
R008079,50,1,7966.1
R008080,1,5,9415.79
R008081,40,0,270.76
R008082,33,1,4660.89
R008083,47,0,7944.23
R008084,48,0,11501.72
R008085,47,0,1690.33
R008086,34,3,2122.36
R008087,45,0,3852.87
R008088,29,0,9870.12
R008089,39,0,1908.18
R008090,3,1,8256.18
R008091,3,0,4456.15
R008092,49,0,5892.3
R008093,20,7,1790.42
R008094,33,1,11272.15
R008095,15,0,3337.52
R008096,13,4,911.02
R008097,48,2,2216.06
R008098,21,3,4296.94
R008099,14,3,14042.42
R008100,29,3,11797.67
R008101,47,0,9291.79
R008102,24,0,2538.61
R008103,46,1,11524.69
R008104,60,5,4526.62
R008105,58,1,4433.72
R008106,5,0,10392.55
R008107,5,5,6015.67
R008108,22,0,6767.53
R008109,6,0,13154.41
R008110,39,1,8140.48
R008111,44,2,12308.9
R008112,1,1,6566.82
R008113,51,2,11269.57
R008114,19,2,10780.93
R008115,52,0,6583.94
R008116,13,0,10276.57
R008117,6,0,6073.92
R008118,9,0,2149.01
R008119,1,1,3294.77
R008120,32,1,11127.97
R008121,9,0,14216.89
R008122,30,4,13218.17
R008123,55,2,10322.95
R008124,21,3,10675.04
R008125,2,3,4843.86
R008126,25,0,14862.45
R008127,14,2,5525.16
R008128,40,0,12978.37
R008129,6,1,8276.42
R008130,27,1,595.95
R008131,52,1,7241.69
R008132,60,3,9991.48
R008133,28,1,1796.84
R008134,35,0,14973.98
R008135,4,4,5591.73
R008136,46,6,13867.34
R008137,1,0,12564.33
R008138,58,2,14932.2
R008139,22,0,5854.68
R008140,2,0,11007.71
R008141,17,0,11603.75
R008142,2,4,6927.01
R008143,50,0,199.75
R008144,32,1,11284.97
R008145,52,2,4527.31
R008146,11,1,330.07
R008147,33,5,11640.97
R008148,44,0,13818.2
R008149,46,0,6607.25
R008150,40,2,437.42
R008151,35,1,5088.84
R008152,52,3,1037.31
R008153,38,0,13116.51
R008154,13,0,11419.01
R008155,52,0,7642.39
R008156,28,2,787.98
R008157,30,0,11989.77
R008158,19,0,11974.37
R008159,56,1,1897.04
R008160,45,1,7053.95
R008161,52,3,13852.56
R008162,31,7,14624.25
R008163,59,2,10272.25
R008164,18,0,2601.6
R008165,1,1,1531.5
R008166,50,0,7937.59
R008167,25,0,9549.13
R008168,11,1,10879.15
R008169,20,2,2449.32
R008170,23,0,8097.53
R008171,8,0,2784.51
R008172,6,1,9667.33
R008173,1,0,2397.87
R008174,46,2,8326.35
R008175,44,0,6045.2
R008176,59,3,1030.78
R008177,26,3,9111.13
R008178,53,0,13642.31
R008179,22,0,1122.41
R008180,33,5,12124.06
R008181,12,1,4610.15
R008182,59,1,8344.7
R008183,17,2,7028.6
R008184,14,6,6883.66
R008185,51,0,13690.47
R008186,2,1,9935.13
R008187,45,0,11610.99
R008188,1,0,10558.84
R008189,19,1,5458.15
R008190,47,2,13659.28
R008191,30,2,665.97
R008192,11,4,9772.19
R008193,2,0,539.12
R008194,47,1,11696.88
R008195,25,1,14950.55
R008196,11,2,10490.16
R008197,60,0,12284.39
R008198,32,0,7587.43
R008199,34,3,13526.92
R008200,29,2,111.95
R008201,26,2,2393.93
R008202,43,4,7772.77
R008203,47,0,10825.41
R008204,29,1,2460.31
R008205,24,3,14243.53
R008206,7,1,8074.28
R008207,22,8,2930.69
R008208,14,0,9932.51
R008209,15,7,3144.24
R008210,41,0,13032.33
R008211,27,0,11010.18
R008212,48,2,2494.59
R008213,45,0,440.69
R008214,57,1,8107.88
R008215,28,4,12722.48
R008216,31,2,2294.27
R008217,8,4,10727.66
R008218,35,0,7530.89
R008219,36,2,14245.6
R008220,54,0,10364.58
R008221,31,2,9810.15
R008222,53,3,11111.09
R008223,13,0,13203.38
R008224,36,2,5577.17
R008225,3,2,8287.69
R008226,6,3,5603.02
R008227,2,2,13496.07
R008228,7,5,2446.7
R008229,44,1,4822.79
R008230,51,3,14634.14
R008231,18,4,4105.57
R008232,34,8,6982.21
R008233,21,1,14310.79
R008234,52,0,5294.53
R008235,32,0,4603.3
R008236,57,5,317.02
R008237,1,5,1177.87
R008238,25,0,710.53
R008239,7,3,12637.32
R008240,47,2,3011.28
R008241,43,0,7179.65
R008242,33,4,12189.46
R008243,50,6,1653.16
R008244,27,1,3078.32
R008245,51,0,14199.95
R008246,5,1,12717.3
R008247,10,6,5438.6
R008248,49,0,647.54
R008249,16,0,1655.4
R008250,42,1,11175.75
R008251,38,6,5758.93
R008252,38,2,13445.9
R008253,23,0,5572.22
R008254,15,0,7763.6
R008255,48,2,14291.78
R008256,60,0,9545.54
R008257,52,2,1703.62
R008258,23,1,10156.01
R008259,38,0,3838.45
R008260,43,3,10055.57
R008261,57,0,8792.26
R008262,36,4,8897.34
R008263,40,0,1756.41
R008264,58,1,8901.85
R008265,23,0,10139.91
R008266,23,1,14415.32
R008267,6,1,13480.25
R008268,9,0,8742.9
R008269,57,4,1023.77
R008270,28,0,14313.62
R008271,50,1,10862.39
R008272,53,6,7584.52
R008273,1,0,10059.55
R008274,58,0,10278.31
R008275,34,0,10527.33
R008276,19,1,5506.77
R008277,39,3,9990.04
R008278,57,0,4412.21
R008279,14,3,2797.07
R008280,14,0,9761.5
R008281,5,2,4258.21
R008282,11,0,2448.21
R008283,14,2,10109.06
R008284,24,0,6737.65
R008285,23,0,11757.02
R008286,6,0,14795.26
R008287,51,0,4852.38
R008288,17,1,13495.29
R008289,55,3,10443.62
R008290,18,0,4740.45
R008291,5,2,1913.61
R008292,28,0,2741.22
R008293,21,0,4872.85
R008294,25,2,4538.15
R008295,28,2,8383.83
R008296,48,3,11148.42
R008297,60,6,2542.9
R008298,60,0,5371.74
R008299,13,3,6996.49
R008300,22,0,13649.14
R008301,10,4,9171.25
R008302,44,0,128.04
R008303,31,1,10786.44
R008304,52,1,7015.51
R008305,8,6,14522.02
R008306,6,1,9906.45
R008307,17,2,14531.42
R008308,55,2,4163.45
R008309,45,1,2770.51
R008310,16,1,4590.77
R008311,21,0,710.33
R008312,47,3,14726.67
R008313,29,0,11500.35
R008314,51,0,12244.64
R008315,36,0,10723.44
R008316,52,1,2271.05
R008317,37,0,7715.03
R008318,14,0,504.4
R008319,60,1,12291.85
R008320,16,3,3709.61
R008321,39,0,1643.0
R008322,3,0,581.66
R008323,28,0,14158.97
R008324,22,0,11272.3
R008325,23,1,9226.04
R008326,7,2,13079.99
R008327,14,1,8081.99
R008328,13,0,6848.61
R008329,24,2,11538.47
R008330,3,0,5492.44
R008331,35,0,6110.65
R008332,13,2,1652.29
R008333,42,3,11539.4
R008334,48,4,9441.06
R008335,33,0,11611.09
R008336,28,1,3486.73
R008337,27,2,12303.12
R008338,17,0,6991.14
R008339,52,2,8919.07
R008340,36,2,4338.16
R008341,19,2,2290.71
R008342,32,4,865.88
R008343,58,1,2811.39
R008344,57,1,13968.58
R008345,35,0,1443.36
R008346,3,3,1492.71
R008347,28,4,2319.0
R008348,9,1,14203.83
R008349,27,2,9557.9
R008350,52,2,6920.65
R008351,40,3,7033.2
R008352,49,0,6240.6
R008353,27,3,8845.6
R008354,53,4,4294.11
R008355,17,8,5516.23
R008356,42,1,14945.09
R008357,42,1,522.76
R008358,7,0,12791.26
R008359,22,0,12156.34
R008360,52,1,256.81
R008361,31,1,7695.91
R008362,49,2,7506.15
R008363,60,3,3303.66
R008364,21,4,4784.5
R008365,2,3,9879.04
R008366,46,1,4423.46
R008367,40,1,3295.62
R008368,59,2,7283.86
R008369,14,0,1556.14
R008370,45,1,757.02
R008371,10,0,3909.45
R008372,8,0,14419.54
R008373,48,0,7028.14
R008374,23,2,448.21
R008375,3,7,13332.43
R008376,45,3,6935.31
R008377,52,1,13252.75
R008378,29,3,6474.66
R008379,5,0,12144.28
R008380,14,0,3916.61
R008381,13,5,5508.81
R008382,47,0,11037.21
R008383,11,0,8746.02
R008384,51,3,12077.02
R008385,33,6,14150.02
R008386,43,0,12316.34
R008387,15,6,11138.59
R008388,49,3,7012.87
R008389,9,2,12530.24
R008390,22,4,10384.17
R008391,32,3,14261.67
R008392,10,0,14207.28
R008393,15,5,3814.22
R008394,1,0,7104.26
R008395,21,4,12722.01
R008396,42,2,10708.31
R008397,47,6,5958.93
R008398,33,0,8384.53
R008399,58,2,11369.37
R008400,23,4,6419.71
R008401,27,1,14803.91
R008402,60,1,13361.12
R008403,21,0,1575.97
R008404,6,0,1269.41
R008405,53,2,14911.3
R008406,28,1,12468.49
R008407,46,5,3028.18
R008408,25,3,2207.6
R008409,17,0,14771.18
R008410,57,0,3232.13
R008411,49,0,8406.79
R008412,30,4,8764.98
R008413,16,5,10738.7
R008414,23,2,7843.45
R008415,15,3,5147.73
R008416,30,3,9313.07
R008417,56,0,7600.16
R008418,15,3,960.03
R008419,14,3,9984.76
R008420,6,6,2034.37
R008421,41,0,9140.49
R008422,35,7,8650.9
R008423,14,1,13388.09
R008424,10,0,8020.9
R008425,4,2,2997.32
R008426,53,2,5859.17
R008427,6,1,116.69
R008428,45,1,5578.19
R008429,13,3,2877.11
R008430,23,7,3166.46
R008431,57,0,6829.37
R008432,4,0,5348.93
R008433,59,0,14831.32
R008434,20,1,10779.68
R008435,33,1,1540.87
R008436,54,2,12155.23
R008437,15,0,375.05
R008438,39,0,8257.79
R008439,17,1,14156.12
R008440,16,0,1277.84
R008441,22,0,7374.36
R008442,20,2,14680.02
R008443,40,7,4748.63
R008444,45,0,6223.83
R008445,14,0,8867.24
R008446,47,1,13208.63
R008447,19,0,955.02
R008448,20,1,4682.73
R008449,46,3,13666.68
R008450,32,0,2879.41
R008451,18,2,10525.13
R008452,53,0,4370.33
R008453,36,2,12293.03
R008454,21,1,4442.77
R008455,59,3,12293.29
R008456,14,0,9576.05
R008457,58,1,5603.4
R008458,28,2,9383.68
R008459,43,3,1316.29
R008460,42,0,7974.0
R008461,35,0,2823.37
R008462,11,3,2057.81
R008463,12,0,4184.24
R008464,44,5,1728.48
R008465,24,6,12124.85
R008466,43,2,3791.35
R008467,60,2,12446.31
R008468,42,1,441.3
R008469,56,0,2136.94
R008470,21,0,11469.28
R008471,3,0,1821.85
R008472,5,2,12681.69
R008473,50,4,9973.52
R008474,51,1,8368.15
R008475,58,0,125.02
R008476,13,0,188.6
R008477,32,3,1274.24
R008478,55,0,9211.54
R008479,32,4,1939.84
R008480,3,2,5889.04
R008481,11,1,10288.67
R008482,17,0,13322.55
R008483,52,1,3920.31
R008484,7,1,11509.03
R008485,8,4,13468.64
R008486,48,0,6102.75
R008487,13,2,14501.58
R008488,3,4,5138.72
R008489,57,3,8090.72
R008490,22,2,3986.89
R008491,2,3,3138.0
R008492,42,3,4989.61
R008493,50,5,7235.71
R008494,45,3,13088.28
R008495,38,3,4858.26
R008496,25,1,14132.73
R008497,21,1,12808.75
R008498,1,0,9061.44
R008499,54,0,6448.27
R008500,34,4,7279.13
R008501,51,6,12745.4
R008502,34,0,7415.91
R008503,6,1,5755.77
R008504,2,3,6423.66
R008505,22,0,14028.23
R008506,47,5,2807.3
R008507,46,4,10365.78
R008508,59,6,9110.74
R008509,58,0,3936.19
R008510,40,2,10930.89
R008511,40,5,6907.46
R008512,58,3,7715.27
R008513,49,1,3573.74
R008514,45,0,758.19
R008515,55,0,2754.3
R008516,4,1,8672.26
R008517,21,5,7675.38
R008518,49,2,12659.26
R008519,3,5,2609.19
R008520,20,0,10426.52
R008521,1,0,7489.28
R008522,10,1,11445.08
R008523,25,4,1195.28
R008524,22,3,7193.07
R008525,30,2,8800.69
R008526,22,6,6582.64
R008527,22,6,8002.02
R008528,4,5,9902.64
R008529,4,1,8637.48
R008530,50,1,678.12
R008531,22,3,9293.16
R008532,60,2,11337.79
R008533,58,0,9961.49
R008534,17,4,6763.02
R008535,60,1,12290.51
R008536,49,2,1575.99
R008537,34,1,14337.02
R008538,47,0,2621.12
R008539,58,0,2606.99
R008540,5,0,13825.89
R008541,2,0,2398.68
R008542,27,0,4497.01
R008543,19,4,9680.48
R008544,22,7,14555.34
R008545,34,0,7441.91
R008546,42,1,5998.68
R008547,57,1,5212.49
R008548,34,5,3081.37
R008549,49,0,10145.66
R008550,23,1,7323.86
R008551,28,0,9944.51
R008552,40,1,3053.91
R008553,26,5,3330.12
R008554,43,4,9273.15
R008555,19,0,7679.66
R008556,29,1,13485.09
R008557,19,1,8961.83
R008558,60,0,5981.8
R008559,40,4,12271.13
R008560,59,3,6863.05
R008561,8,3,7637.06
R008562,46,1,3004.5
R008563,44,0,9289.83
R008564,32,2,10347.17
R008565,16,2,5834.56
R008566,7,1,3034.52
R008567,48,0,5657.65
R008568,56,3,7449.81
R008569,54,0,13265.9
R008570,60,0,14810.15
R008571,24,0,5711.8
R008572,54,0,7112.64
R008573,8,0,300.52
R008574,4,0,5712.18
R008575,3,3,7140.64
R008576,43,1,13847.18
R008577,26,0,6682.36
R008578,53,3,2378.08
R008579,56,3,12516.79
R008580,26,1,7615.25
R008581,26,1,1582.09
R008582,28,0,8940.45
R008583,41,0,3657.02
R008584,11,0,12933.88
R008585,1,0,14878.54
R008586,25,0,9707.66
R008587,12,1,6193.54
R008588,51,0,6242.34
R008589,7,3,6682.38
R008590,32,3,12254.28
R008591,35,0,11078.72
R008592,33,0,11329.41
R008593,39,4,12591.64
R008594,9,1,13644.55
R008595,17,1,8079.23
R008596,8,1,3887.91
R008597,24,1,12498.82
R008598,33,2,9807.65
R008599,32,0,1191.05
R008600,59,5,3499.66
R008601,10,0,14046.48
R008602,29,0,9042.03
R008603,51,0,13667.24
R008604,1,2,9000.89
R008605,54,0,7234.86
R008606,26,6,1460.81
R008607,24,1,1515.91
R008608,57,0,3848.27
R008609,46,0,7538.72
R008610,25,0,14833.21
R008611,11,2,14771.01
R008612,34,1,6036.04
R008613,14,3,14770.49
R008614,34,5,4086.17
R008615,13,5,9952.23
R008616,32,2,7328.82
R008617,56,2,11128.03
R008618,17,2,7092.11
R008619,14,3,4270.17
R008620,15,1,10203.88
R008621,53,2,14348.84
R008622,37,1,13763.81
R008623,37,0,3483.27
R008624,15,2,5760.9
R008625,28,1,14033.11
R008626,31,2,4173.12
R008627,40,1,9308.5
R008628,17,5,9196.86
R008629,52,2,13200.81
R008630,57,3,2752.89
R008631,31,1,11916.15
R008632,5,0,13872.05
R008633,35,6,5306.9
R008634,13,1,2123.26
R008635,36,6,3268.36
R008636,60,0,9620.04
R008637,21,7,7070.8
R008638,31,0,6273.69
R008639,53,1,8454.46
R008640,55,3,5274.72
R008641,10,6,5106.22
R008642,27,2,10607.3
R008643,10,6,9118.97
R008644,43,6,10430.4
R008645,23,1,7526.15
R008646,54,0,12136.51
R008647,22,0,3881.2
R008648,28,3,8586.82
R008649,41,2,9389.09
R008650,35,2,222.17
R008651,35,6,12841.22
R008652,60,3,4385.39
R008653,57,2,3054.71
R008654,60,0,10635.34
R008655,18,2,7117.87
R008656,11,0,11390.88
R008657,51,4,1425.93
R008658,56,0,3673.23
R008659,23,3,10571.5
R008660,48,4,1156.51
R008661,12,0,8936.89
R008662,29,2,11330.84
R008663,60,0,10137.78
R008664,21,2,1034.99
R008665,13,1,14445.74
R008666,38,0,12333.01
R008667,50,2,9996.62
R008668,31,1,4965.74
R008669,44,0,11494.99
R008670,51,1,7674.13
R008671,37,0,4571.65
R008672,11,6,9612.31
R008673,41,8,1024.46
R008674,8,0,2074.24
R008675,8,0,12816.62
R008676,51,0,4033.02
R008677,21,1,9328.85
R008678,45,1,12106.03
R008679,15,0,8875.56
R008680,24,2,14779.03
R008681,6,2,10863.23
R008682,4,4,9423.06
